INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
199467222,07/08/2019,23:32:00,BRONX,48,0,,false,,,,<18,M,WHITE HISPANIC,1016293,250009,40.85284199500006,-73.88417430999993,POINT (-73.88417430999993 40.85284199500006)
199467225,07/08/2019,17:40:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,1002948,182618,40.66790942700004,-73.93260042799993,POINT (-73.93260042799993 40.66790942700004)
199526931,07/09/2019,10:00:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,<18,F,BLACK,1003112,216851,40.76187046200005,-73.93191334299998,POINT (-73.93191334299998 40.76187046200005)
199526931,07/09/2019,10:00:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,<18,F,BLACK,"1,003,112","216,851",40.76187046200005,-73.93191334299998,POINT (-73.93191334299998 40.76187046200005)
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,true,25-44,M,BLACK,25-44,M,BLACK,"1,012,579","175,845",40.64929346200007,-73.89791186799994,POINT (-73.89791186799994 40.64929346200007)
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,false,25-44,M,BLACK,25-44,M,BLACK,"1,012,579","175,845",40.64929346200007,-73.89791186799994,POINT (-73.89791186799994 40.64929346200007)
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,true,25-44,M,BLACK,25-44,M,BLACK,1012579,175845,40.64929346200007,-73.89791186799994,POINT (-73.89791186799994 40.64929346200007)
199582060,07/10/2019,02:56:00,BROOKLYN,69,0,,false,25-44,M,BLACK,25-44,M,BLACK,1012579,175845,40.64929346200007,-73.89791186799994,POINT (-73.89791186799994 40.64929346200007)
199637606,07/11/2019,21:45:00,BRONX,46,0,,true,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1012078,252019,40.85837313300004,-73.89940208399997,POINT (-73.89940208399997 40.85837313300004)
199637606,07/11/2019,21:45:00,BRONX,46,0,,true,18-24,M,UNKNOWN,25-44,M,WHITE HISPANIC,1012078,252019,40.85837313300004,-73.89940208399997,POINT (-73.89940208399997 40.85837313300004)
199637606,07/11/2019,21:45:00,BRONX,46,0,,true,18-24,M,UNKNOWN,25-44,M,WHITE HISPANIC,"1,012,078","252,019",40.85837313300004,-73.89940208399997,POINT (-73.89940208399997 40.85837313300004)
199658515,07/12/2019,01:50:00,QUEENS,109,0,,false,,,,25-44,M,WHITE HISPANIC,"1,031,989","209,995",40.74294374700002,-73.82772191799995,POINT (-73.82772191799995 40.74294374700002)
199742306,07/12/2019,22:35:00,QUEENS,113,0,,false,<18,M,BLACK,65+,F,BLACK,"1,044,480","188,539",40.68397606800004,-73.78283677199995,POINT (-73.78283677199995 40.68397606800004)
